COMPUESTO,Fórmula,Nomenclatura Tradicional,Nomenclatura de Stock,Nomenclatura Sistemática
Oxoácidos,HPO₂,Ácido metafosforoso,Ácido dioxofosfórico (III),Dioxofosfato (III) de hidrógeno
Oxoácidos,H₄P₂O₅,Ácido pirofosforoso,Ácido pentaoxodifosfórico (III),Pentaoxodifosfato (III) de hidrógeno
Oxoácidos,H₃PO₃,Ácido fosforoso (orto),Ácido trioxofosfórico (III),Trioxofosfato (III) de hidrógeno
Oxoácidos,HPO₃,Ácido metafosfórico,Ácido trioxofosfórico (V),Trioxofosfato (V) de hidrógeno
Oxoácidos,H₄P₂O₇,Ácido pirofosfórico,Ácido heptaoxodifosfórico (V),Heptaoxodifosfato (V) de hidrógeno
Oxoácidos,H₃PO₄,Ácido fosfórico (orto),Ácido tetraoxofosfórico (V),Tetraoxofosfato (V) de hidrógeno
Oxoácidos,HAsO₂,Ácido metaarsenioso,Ácido dioxoarsénico (III),Dioxoarseniato (III) de hidrógeno
Oxoácidos,H₄As₂O₅,Ácido piroarsenioso,Ácido pentaoxodiarsénico (III),Pentaoxodiarseniato (III) de hidrógeno
Oxoácidos,H₃AsO₃,Ácido arsenioso (orto),Ácido trioxoarsénico (III),Trioxoarseniato (III) de hidrógeno
Oxoácidos,HAsO₃,Ácido metaarsénico,Ácido trioxoarsénico (V),Trioxoarseniato (V) de hidrógeno
Oxoácidos,H₄As₂O₇,Ácido piroarsénico,Ácido heptaoxodiarsénico (V),Heptaoxodiarseniato (V) de hidrógeno
Oxoácidos,H₃AsO₄,Ácido arsénico (orto),Ácido tetraoxoarsénico (V),Tetraoxoarseniato (V) de hidrógeno
Oxoácidos,HSbO₂,Ácido metaantimonioso,Ácido dioxoantimónico (III),Dioxoantimoniato (III) de hidrógeno
Oxoácidos,H₄Sb₂O₅,Ácido piroantimonioso,Ácido pentaoxodiantimónico (III),Pentaoxodiantimoniato (III) de hidrógeno
Oxoácidos,H₃SbO₃,Ácido antimonioso (orto),Ácido trioxoantimónico (III),Trioxoantimoniato (III) de hidrógeno
Oxoácidos,HSbO₃,Ácido metaantimónico,Ácido trioxoantimónico (V),Trioxoantimoniato (V) de hidrógeno
Oxoácidos,H₄Sb₂O₇,Ácido piroantimónico,Ácido heptaoxodiantimónico (V),Heptaoxodiantimoniato (V) de hidrógeno
Oxoácidos,H₃SbO₄,Ácido antimónico (orto),Ácido tetraoxoantimónico (V),Tetraoxoadantimoniato (V) de hidrógeno
Oxoácidos,H₂CO₃,Ácido carbónico,Ácido trioxocarbónico (IV),Trioxocarbonato (IV) de hidrógeno
Oxoácidos,H₂SiO₃,Ácido metasilícico,Ácido trioxosilícico (IV),Trioxosilicato (IV) de hidrógeno
Oxoácidos,H₄SiO₄,Ácido ortosilícico,Ácido tetraoxosilícico (IV),Tetraoxosilicato (IV) de hidrógeno
Oxoácidos,HBO₂,Ácido metabórico,Ácido dioxobórico (III),Dioxoborato (III) de hidrógeno
Oxoácidos,H₃BO₃,Ácido bórico (orto),Ácido trioxobórico (III),Trioxoborato (III) de hidrógeno
Oxoácidos,H₂CrO₄,Ácido crómico,Ácido tetraoxocrómico (VI),Tetraoxocromato (VI) de hidrógeno
Oxoácidos,H₂Cr₂O₇,Ácido dicrómico,Ácido heptaoxodicrómico (VI),Heptaoxodicromato (VI) de hidrógeno
Oxoácidos,H₂MnO₄,Ácido mangánico,Ácido tetraoxomangánico (VI),Tetraoxomanganato (VI) de hidrógeno
Oxoácidos,HMnO₄,Ácido permangánico,Ácido tetraoxomangánico (VII),Tetraoxomanganato (VII) de hidrógeno
Oxoácidos,HVO₃,Ácido metavanádico,Ácido trioxovanádico (V),Trioxovanadato (V) de hidrógeno
Oxoácidos,H₄V₂O₇,Ácido pirovanádico,Ácido heptaoxodivanádico (V),Heptaoxodivanadato (V) de hidrógeno
Oxoácidos,H₃VO₄,Ácido ortovanádico,Ácido tetraoxovanádico (V),Tetraoxovanadato (V) de hidrógeno
Oxosales,H₂SO₃,Sulfito de aluminio,Sulfito de aluminio,Tetraoxocromato (VI) de hidrógeno
Oxosales,H₂SO₄,Sulfato de aluminio,Sulfato de aluminio,Heptaoxodicromato (VI) de hidrógeno
Oxosales,HNO₂,Nitrito de aluminio,Nitrito de aluminio,Tetraoxomanganato (VI) de hidrógeno
Oxosales,HNO₃,Nitrato de aluminio,Nitrato de aluminio,Tetraoxomanganato (VII) de hidrógeno
Oxosales,H₂CO₃,Carbonato de aluminio,Carbonato de aluminio,Trioxovanadato (V) de hidrógeno
Oxosales,H₂SO₃,Sulfito de bario,Sulfito de bario,Heptaoxodivanadato (V) de hidrógeno
Oxosales,H₂SO₄,Sulfato de bario,Sulfato de bario,Tetraoxovanadato (V) de hidrógeno
Oxosales,Ba(NO₂)₂,Nitrito de bario,Nitrito de bario,Bis[dioxonitrato (III)] de bario
Oxosales,Ba(NO₃)₂,Nitrato de bario,Nitrato de bario,Bis[trioxonitrato (V)] de bario
Oxosales,BaCO₃,Carbonato de bario,Carbonato de bario,Trioxocarbonato (IV) de bario
Oxosales,BeSO₄,Sulfato de berilio,Sulfato de berilio,Tetraoxosulfato (VI) de berilio
Oxosales,Be(NO₃)₂,Nitrato de berilio,Nitrato de berilio,Bis[trioxonitrato (V)] de berilio
Oxosales,BeCO₃,Carbonato de berilio,Carbonato de berilio,Trioxocarbonato (IV) de berilio
Oxosales,CdSO₄,Sulfato de cadmio,Sulfato de cadmio,Tetraoxosulfato (VI) de cadmio
Oxosales,Cd(NO₃)₂,Nitrato de cadmio,Nitrato de cadmio,Bis[trioxonitrato (V)] de cadmio
Oxosales,CaSO₃,Sulfito de calcio,Sulfito de calcio,Trioxosulfato (IV) de calcio
Oxosales,CaSO₄,Sulfato de calcio,Sulfato de calcio,Tetraoxosulfato (VI) de calcio
Oxosales,Ca(NO₃)₂,Nitrato de calcio,Nitrato de calcio,Bis[trioxonitrato (V)] de calcio
Oxosales,CaCO₃,Carbonato de calcio,Carbonato de calcio,Trioxocarbonato (IV) de calcio
Oxosales,Cs₂SO₄,Sulfato de cesio,Sulfato de cesio,Tetraoxosulfato (VI) de dicesio
Oxosales,CsNO₃,Nitrato de cesio,Nitrato de cesio,Trioxonitrato (V) de cesio
Oxosales,Cs₂CO₃,Carbonato de cesio,Carbonato de cesio,Trioxocarbonato (IV) de dicesio
Oxosales,ZnSO₄,Sulfato de cinc,Sulfato de cinc,Tetraoxosulfato (VI) de zinc
Oxosales,Zn(NO₃)₂,Nitrato de cinc,Nitrato de cinc,Bis[trioxonitrato (V)] de zinc
Oxosales,ZnCO₃,Carbonato de cinc,Carbonato de cinc,Trioxocarbonato (IV) de zinc
Oxosales,CoSO₃,Sulfito cobaltoso,Sulfito de cobalto (II),Trioxosulfato (IV) de cobalto
Oxosales,CoSO₄,Sulfato cobaltoso,Sulfato de cobalto (II),Tetraoxosulfato (VI) de cobalto
Oxosales,Co(NO₃)₂,Nitrato cobaltoso,Nitrato de cobalto (II),Bis[trioxonitrato (V)] de cobalto
Oxosales,CoCO₃,Carbonato cobaltoso,Carbonato de cobalto (II),Trioxocarbonato (IV) de cobalto
Oxosales,Co₂(SO₃)₃,Sulfito cobáltico,Sulfito de cobalto (III),Tris[trioxosulfato (IV)] de dicobalto
Oxosales,Co₂(SO₄)₃,Sulfato cobáltico,Sulfato de cobalto (III),Tris[tetraoxosulfato (VI)] de dicobalto
Oxosales,Co(NO₃)₃,Nitrato cobáltico,Nitrato de cobalto (III),Tris[trioxonitrato (V)] de cobalto
Oxosales,Cu₂SO₃,Sulfito cuproso,Sulfito de cobre (I),Trioxosulfato (IV) de dicobre
Oxosales,Cu₂SO₄,Sulfato cuproso,Sulfato de cobre (I),Tetraoxosulfato (VI) de dicobre
Oxosales,CuNO₃,Nitrato cuproso,Nitrato de cobre (I),Trioxonitrato (V) de cobre
Oxosales,Cu₂CO₃,Carbonato cuproso,Carbonato de cobre (I),Trioxocarbonato (IV) de dicobre
Oxosales,CuSO₃,Sulfito cúprico,Sulfito de cobre (II),Trioxosulfato (IV) de cobre
Oxosales,CuSO₄,Sulfato cúprico,Sulfato de cobre (II),Tetraoxosulfato (VI) de cobre
Oxosales,Cu(NO₃)₂,Nitrato cúprico,Nitrato de cobre (II),Bis[trioxonitrato (V)] de cobre
Oxosales,CuCO₃,Carbonato cúprico,Carbonato de cobre (II),Trioxocarbonato (IV) de cobre
Oxosales,CrSO₄,Sulfato cromoso,Sulfato de cromo (II),Tetraoxosulfato (VI) de cromo
Oxosales,Cr₂(SO₄)₃,Sulfato crómico,Sulfato de cromo (III),Tris[tetraoxosulfato (VI)] de dicromo
Oxosales,Cr(NO₃)₃,Nitrato crómico,Nitrato de cromo (III),Tris[trioxonitrato (V)] de cromo
Oxosales,Sc₂(SO₄)₃,Sulfato de escandio,Sulfato de escandio,Tris[tetraoxosulfato (VI)] de diescandio
Oxosales,Sc(NO₃)₃,Nitrato de escandio,Nitrato de escandio,Tris[trioxonitrato (V)] de escandio
Oxosales,SnSO₄,Sulfato estannoso,Sulfato de estaño (II),Tetraoxosulfato (VI) de estaño
Oxosales,Sn(NO₃)₂,Nitrato estannoso,Nitrato de estaño (II),Bis[trioxonitrato (V)] de estaño
Oxosales,Sn(SO₄)₂,Sulfato estannico,Sulfato de estaño (IV),Bis[tetraoxosulfato (VI)] de estaño
Oxosales,Sn(NO₃)₄,Nitrato estannico,Nitrato de estaño (IV),Tetrakis[trioxonitrato (V)] de estaño
Oxosales,SrSO₄,Sulfato de estroncio,Sulfato de estroncio,Tetraoxosulfato (VI) de estroncio
Oxosales,Sr(NO₃)₂,Nitrato de estroncio,Nitrato de estroncio,Bis[trioxonitrato (V)] de estroncio
Oxosales,SrCO₃,Carbonato de estroncio,Carbonato de estroncio,Trioxocarbonato (IV) de estroncio
Oxosales,Fr₂SO₄,Sulfato de francio,Sulfato de francio,Tetraoxosulfato (VI) de difrancio
Oxosales,FrNO₃,Nitrato de francio,Nitrato de francio,Trioxonitrato (V) de francio
Oxosales,Al(ClO)₃,Hipoclorito de aluminio,Hipoclorito de aluminio,Tris[monoxoclorato (I)] de aluminio
Oxosales,Al(ClO₂)₃,Clorito de aluminio,Clorito de aluminio,Tris[dioxoclorato (III)] de aluminio
Oxosales,Al(ClO₃)₃,Clorato de aluminio,Clorato de aluminio,Tris[trioxoclorato (V)] de aluminio
Oxosales,Al(ClO₄)₃,Perclorato de aluminio,Perclorato de aluminio,Tris[tetraoxoclorato (VII)] de aluminio
Oxosales,Ba(ClO)₂,Hipoclorito de bario,Hipoclorito de bario,Bis[monoxoclorato (I)] de bario
Oxosales,Ba(ClO₂)₂,Clorito de bario,Clorito de bario,Bis[dioxoclorato (III)] de bario
Oxosales,Ba(ClO₃)₂,Clorato de bario,Clorato de bario,Bis[trioxoclorato (V)] de bario
Oxosales,Ba(ClO₄)₂,Perclorato de bario,Perclorato de bario,Bis[tetraoxoclorato (VII)] de bario
Oxosales,Be(ClO)₂,Hipoclorito de berilio,Hipoclorito de berilio,Bis[monoxoclorato (I)] de berilio
Oxosales,Be(ClO₃)₂,Clorato de berilio,Clorato de berilio,Bis[trioxoclorato (V)] de berilio
Oxosales,Be(ClO₄)₂,Perclorato de berilio,Perclorato de berilio,Bis[tetraoxoclorato (VII)] de berilio
Oxosales,Cd(ClO₃)₂,Clorato de cadmio,Clorato de cadmio,Bis[trioxoclorato (V)] de cadmio
Oxosales,Cd(ClO₄)₂,Perclorato de cadmio,Perclorato de cadmio,Bis[tetraoxoclorato (VII)] de cadmio
Oxosales,Ca(ClO)₂,Hipoclorito de calcio,Hipoclorito de calcio,Bis[monoxoclorato (I)] de calcio
Oxosales,Ca(ClO₂)₂,Clorito de calcio,Clorito de calcio,Bis[dioxoclorato (III)] de calcio
Oxosales,Ca(ClO₃)₂,Clorato de calcio,Clorato de calcio,Bis[trioxoclorato (V)] de calcio
Oxosales,Ca(ClO₄)₂,Perclorato de calcio,Perclorato de calcio,Bis[tetraoxoclorato (VII)] de calcio
Oxosales,CsClO₄,Perclorato de cesio,Perclorato de cesio,Tetraoxoclorato (VII) de cesio
Oxosales,Zn(ClO)₂,Hipoclorito de cinc,Hipoclorito de cinc,Bis[monoxoclorato (I)] de zinc
Oxosales,Zn(ClO₃)₂,Clorato de cinc,Clorato de cinc,Bis[trioxoclorato (V)] de zinc
Oxosales,Zn(ClO₄)₂,Perclorato de cinc,Perclorato de cinc,Bis[tetraoxoclorato (VII)] de zinc
Oxosales,Co(ClO)₂,Hipoclorito cobaltoso,Hipoclorito de cobalto (II),Bis[monoxoclorato (I)] de cobalto
Oxosales,Co(ClO₃)₂,Clorato cobaltoso,Clorato de cobalto (II),Bis[trioxoclorato (V)] de cobalto
Oxosales,Co(ClO₄)₂,Perclorato cobaltoso,Perclorato de cobalto (II),Bis[tetraoxoclorato (VII)] de cobalto
Oxosales,Co(ClO)₃,Hipoclorito cobáltico,Hipoclorito de cobalto (III),Tris[monoxoclorato (I)] de cobalto
Oxosales,Co(ClO₃)₃,Clorato cobáltico,Clorato de cobalto (III),Tris[trioxoclorato (V)] de cobalto
Oxosales,Co(ClO₄)₃,Perclorato cobáltico,Perclorato de cobalto (III),Tris[tetraoxoclorato (VII)] de cobalto
Oxosales,CuClO,Hipoclorito cuproso,Hipoclorito de cobre (I),Monoxoclorato (I) de cobre
Oxosales,CuClO₃,Clorato cuproso,Clorato de cobre (I),Trioxoclorato (V) de cobre
Oxosales,CuClO₄,Perclorato cuproso,Perclorato de cobre (I),Tetraoxoclorato (VII) de cobre
Oxosales,Cu(ClO)₂,Hipoclorito cúprico,Hipoclorito de cobre (II),Bis[monoxoclorato (I)] de cobre
Oxosales,Cu(ClO₂)₂,Clorito cúprico,Clorito de cobre (II),Bis[dioxoclorato (III)] de cobre
Oxosales,Cu(ClO₃)₂,Clorato cúprico,Clorato de cobre (II),Bis[trioxoclorato (V)] de cobre
Oxosales,Cu(ClO₄)₂,Perclorato cúprico,Perclorato de cobre (II),Bis[tetraoxoclorato (VII)] de cobre
Oxosales,Cr(ClO)₂,Hipoclorito cromoso,Hipoclorito de cromo (II),Bis[monoxoclorato (I)] de cromo
Oxosales,Cr(ClO₄)₂,Perclorato cromoso,Perclorato de cromo (II),Bis[tetraoxoclorato (VII)] de cromo
Oxosales,Cr(ClO)₃,Hipoclorito crómico,Hipoclorito de cromo (III),Tris[monoxoclorato (I)] de cromo
Oxosales,Cr(ClO₃)₃,Clorato crómico,Clorato de cromo (III),Tris[trioxoclorato (V)] de cromo
Oxosales,Cr(ClO₄)₃,Perclorato crómico,Perclorato de cromo (III),Tris[tetraoxoclorato (VII)] de cromo
Oxosales,Sc(ClO₄)₃,Perclorato de escandio,Perclorato de escandio,Tris[tetraoxoclorato (VII)] de escandio
Oxosales,Sn(ClO)₂,Hipoclorito estannoso,Hipoclorito de estaño (II),Bis[monoxoclorato (I)] de estaño
Oxosales,Sn(ClO₃)₂,Clorato estannoso,Clorato de estaño (II),Bis[trioxoclorato (V)] de estaño
Oxosales,Sn(ClO₄)₂,Perclorato estannoso,Perclorato de estaño (II),Bis[tetraoxoclorato (VII)] de estaño
Oxosales,Sn(ClO)₄,Hipoclorito estannico,Hipoclorito de estaño (IV),Tetrakis[monoxoclorato (I)] de estaño
Oxosales,Sn(ClO₃)₄,Clorato estannico,Clorato de estaño (IV),Tetrakis[trioxoclorato (V)] de estaño
Oxosales,Sn(ClO₄)₄,Perclorato estannico,Perclorato de estaño (IV),Tetrakis[tetraoxoclorato (VII)] de estaño
Oxosales,Sr(ClO)₂,Hipoclorito de estroncio,Hipoclorito de estroncio,Bis[monoxoclorato (I)] de estroncio
Oxosales,Sr(ClO₃)₂,Clorato de estroncio,Clorato de estroncio,Bis[trioxoclorato (V)] de estroncio
Oxosales,Sr(ClO₄)₂,Perclorato de estroncio,Perclorato de estroncio,Bis[tetraoxoclorato (VII)] de estroncio
Oxosales,FrClO,Hipoclorito de francio,Hipoclorito de francio,Monoxoclorato (I) de francio
Oxosales,FrClO₄,Perclorato de francio,Perclorato de francio,Tetraoxoclorato (VII) de francio
Oxosales,Al(PO₃)₃,Metafosfato de aluminio,Metafosfato de aluminio,Tris[trioxofosfato (V)] de aluminio
Oxosales,Al₄(P₂O₇)₃,Pirofosfato de aluminio,Pirofosfato de aluminio,Tris[heptaoxodifosfato (V)] de tetraaluminio
Oxosales,AlPO₄,Fosfato de aluminio,Fosfato de aluminio,Tetraoxofosfato (V) de aluminio
Oxosales,Ba(PO₃)₂,Metafosfato de bario,Metafosfato de bario,Bis[trioxofosfato (V)] de bario
Oxosales,Ba₂P₂O₇,Pirofosfato de bario,Pirofosfato de bario,Heptaoxodifosfato (V) de dibario
Oxosales,Ba₃(PO₄)₂,Fosfato de bario,Fosfato de bario,Bis[tetraoxofosfato (V)] de tribario
Oxosales,Be₃(PO₄)₂,Fosfato de berilio,Fosfato de berilio,Bis[tetraoxofosfato (V)] de triberilio
Oxosales,Cd₃(AsO₄)₂,Arseniato de cadmio,Arseniato de cadmio,Bis[tetraoxoarseniato (V)] de tricadmio
Oxosales,Ca(PO₃)₂,Metafosfato de calcio,Metafosfato de calcio,Bis[trioxofosfato (V)] de calcio
Oxosales,Ca₂P₂O₇,Pirofosfato de calcio,Pirofosfato de calcio,Heptaoxodifosfato (V) de dicalcio
Oxosales,Ca₃(PO₄)₂,Fosfato de calcio,Fosfato de calcio,Bis[tetraoxofosfato (V)] de tricalcio
Oxosales,Ca₃(AsO₄)₂,Arseniato de calcio,Arseniato de calcio,Bis[tetraoxoarseniato (V)] de tricalcio
Oxosales,Cs₃PO₄,Fosfato de cesio,Fosfato de cesio,Tetraoxofosfato (V) de tricesio
Oxosales,Zn₂P₂O₇,Pirofosfato de cinc,Pirofosfato de cinc,Heptaoxodifosfato (V) de dizinc
Oxosales,Zn₃(PO₄)₂,Fosfato de cinc,Fosfato de cinc,Bis[tetraoxofosfato (V)] de trizinc
Oxosales,Co₃(PO₃)₂,Fosfito cobaltoso,Fosfito de cobalto (II),Bis[trioxofosfato (III)] de tricobalto
Oxosales,Co₃(PO₄)₂,Fosfato cobaltoso,Fosfato de cobalto (II),Bis[tetraoxofosfato (V)] de tricobalto
Oxosales,CoPO₄,Fosfato cobáltico,Fosfato de cobalto (III),Tetraoxofosfato (V) de cobalto
Oxosales,Cu₃PO₄,Fosfato cuproso,Fosfato de cobre (I),Tetraoxofosfato (V) de tricobre
Oxosales,Cu₂P₂O₇,Pirofosfato cúprico,Pirofosfato de cobre (II),Heptaoxodifosfato (V) de dicobre
Oxosales,Cu₃(PO₄)₂,Fosfato cúprico,Fosfato de cobre (II),Bis[tetraoxofosfato (V)] de tricobre
Oxosales,Cu₃(AsO₃)₂,Arsenito cúprico,Arsenito de cobre (II),Bis[trioxoarseniato (III)] de tricobre
Oxosales,Cr₃(PO₄)₂,Fosfato cromoso,Fosfato de cromo (II),Bis[tetraoxofosfato (V)] de tricromo
Oxosales,Cr₄(P₂O₇)₃,Pirofosfato crómico,Pirofosfato de cromo (III),Tris[heptaoxodifosfato (V)] de tetracromo
Oxosales,CrPO₄,Fosfato crómico,Fosfato de cromo (III),Tetraoxofosfato (V) de cromo
Oxosales,ScPO₄,Fosfato de escandio,Fosfato de escandio,Tetraoxofosfato (V) de escandio
Oxosales,Sn₃(PO₄)₂,Fosfato estannoso,Fosfato de estaño (II),Bis[tetraoxofosfato (V)] de triestaño
Oxosales,SnP₂O₇,Pirofosfato estannico,Pirofosfato de estaño (IV),Heptaoxodifosfato (V) de estaño
Oxosales,Sn₃(PO₄)₄,Fosfato estannico,Fosfato de estaño (IV),Tetrakis[tetraoxofosfato (V)] de triestaño
Oxosales,Sr₃(PO₄)₂,Fosfato de estroncio,Fosfato de estroncio,Bis[tetraoxofosfato (V)] de triestroncio
Oxosales,Sr₃(AsO₄)₂,Arseniato de estroncio,Arseniato de estroncio,Bis[tetraoxoarseniato (V)] de triestroncio
Oxosales,Fr₃PO₄,Fosfato de francio,Fosfato de francio,Tetraoxofosfato (V) de trifrancio
Oxosales,Al(SbO₃)₃,Metaantimoniato de aluminio,Metaantimoniato de aluminio,Tris[trioxoantimoniato (V)] de aluminio
Oxosales,Cu₂Sb₂O₇,Piroantimoniato cúprico,Piroantimoniato de cobre (II),Heptaoxodiantimoniato (V) de dicobre
Oxosales,FeSbO₄,Antimoniato férrico,Antimoniato de hierro (III),Tetraoxoantimoniato (V) de hierro
Oxosales,Ba(AsO₃)₂,Metaarseniato de bario,Metaarseniato de bario,Bis[trioxoarseniato (V)] de bario
Oxosales,Al₄(As₂O₇)₃,Piroarseniato de aluminio,Piroarseniato de aluminio,Tris[heptaoxodiarseniato (V)] de tetraaluminio
Oxosales,Al₂(CO₃)₃,Carbonato de aluminio,Carbonato de aluminio,Tris[trioxocarbonato (IV)] de dialuminio
Oxosales,Al₄(SiO₄)₃,Silicato de aluminio,Ortosilicato de aluminio,Tris[tetraoxosilicato (IV)] de tetraaluminio
Oxosales,AlBO₃,Borato de aluminio,Borato de aluminio,Trioxoborato (III) de aluminio
Oxosales,Al₂(CrO₄)₃,Cromato de aluminio,Cromato de aluminio,Tris[tetraoxocromato (VI)] de dialuminio
Oxosales,BaCO₃,Carbonato de bario,Carbonato de bario,Trioxocarbonato (IV) de bario
Oxosales,BaSiO₃,Metasilicato de bario,Metasilicato de bario,Trioxosilicato (IV) de bario
Oxosales,Ba(BO₂)₂,Metaborato de bario,Metaborato de bario,Bis[dioxoborato (III)] de bario
Oxosales,BaCrO₄,Cromato de bario,Cromato de bario,Tetraoxocromato (VI) de bario
Oxosales,BaMnO₄,Manganato de bario,Manganato de bario,Tetraoxomanganato (VI) de bario
Oxosales,Be₂SiO₄,Silicato de berilio,Ortosilicato de berilio,Tetraoxosilicato (IV) de diberilio
Oxosales,CdCO₃,Carbonato de cadmio,Carbonato de cadmio,Trioxocarbonato (IV) de cadmio
Oxosales,Cd(VO₃)₂,Metavanadato de cadmio,Metavanadato de cadmio,Bis[trioxovanadato (V)] de cadmio
Oxosales,CaSiO₃,Metasilicato de calcio,Metasilicato de calcio,Trioxosilicato (IV) de calcio
Oxosales,Ca₃(BO₃)₂,Borato de calcio,Borato de calcio,Bis[trioxoborato (III)] de tricalcio
Oxosales,Ca(MnO₄)₂,Permanganato de calcio,Permanganato de calcio,Bis[tetraoxomanganato (VII)] de calcio
Oxosales,Cs₂CO₃,Carbonato de cesio,Carbonato de cesio,Trioxocarbonato (IV) de dicesio
Oxosales,Cs₂Cr₂O₇,Dicromato de cesio,Dicromato de cesio,Heptaoxodicromato (VI) de dicesio
Oxosales,CsMnO₄,Permanganato de cesio,Permanganato de cesio,Tetraoxomanganato (VII) de cesio
Oxosales,ZnCrO₄,Cromato de cinc,Cromato de cinc,Tetraoxocromato (VI) de zinc
Oxosales,Zn₃(VO₄)₂,Ortovanadato de cinc,Ortovanadato de cinc,Bis[tetraoxovanadato (V)] de trizinc
Oxosales,CoCO₃,Carbonato cobaltoso,Carbonato de cobalto (II),Trioxocarbonato (IV) de cobalto
Oxosales,Co₂SiO₄,Silicato cobaltoso,Ortosilicato de cobalto (II),Tetraoxosilicato (IV) de dicobalto
Oxosales,CoBO₃,Borato cobáltico,Borato de cobalto (III),Trioxoborato (III) de cobalto
Oxosales,Cu₂CrO₄,Cromato cuproso,Cromato de cobre (I),Tetraoxocromato (VI) de dicobre
Oxosales,CuCr₂O₇,Dicromato cúprico,Dicromato de cobre (II),Heptaoxodicromato (VI) de cobre
Oxosales,Cu₃(VO₄)₂,Ortovanadato cúprico,Ortovanadato de cobre (II),Bis[tetraoxovanadato (V)] de tricobre
Oxosales,CrBO₃,Borato crómico,Borato de cromo (III),Trioxoborato (III) de cromo
Oxosales,ScVO₄,Ortovanadato de escandio,Ortovanadato de escandio,Tetraoxovanadato (V) de escandio
Oxosales,SnSiO₃,Metasilicato estannoso,Metasilicato de estaño (II),Trioxosilicato (IV) de estaño
Oxosales,SnSiO₄,Silicato estannico,Ortosilicato de estaño (IV),Tetraoxosilicato (IV) de estaño
Oxosales,SrCrO₄,Cromato de estroncio,Cromato de estroncio,Tetraoxocromato (VI) de estroncio
Oxosales,Sr(MnO₄)₂,Permanganato de estroncio,Permanganato de estroncio,Bis[tetraoxomanganato (VII)] de estroncio
Oxosales,FrMnO₄,Permanganato de francio,Permanganato de francio,Tetraoxomanganato (VII) de francio
Oxosales,Fr₂Cr₂O₇,Dicromato de francio,Dicromato de francio,Heptaoxodicromato (VI) de difrancio
Oxosales,Ga₂(SO₄)₃,Sulfato gálico,Sulfato de galio,Tris[tetraoxosulfato (VI)] de digalio
Oxosales,Ga(NO₃)₃,Nitrato gálico,Nitrato de galio,Tris[trioxonitrato (V)] de galio
Oxosales,FeSO₄,Sulfato ferroso,Sulfato de hierro (II),Tetraoxosulfato (VI) de hierro
Oxosales,Fe(NO₃)₂,Nitrato ferroso,Nitrato de hierro (II),Bis[trioxonitrato (V)] de hierro
Oxosales,FeCO₃,Carbonato ferroso,Carbonato de hierro (II),Trioxocarbonato (IV) de hierro
Oxosales,Fe₂(SO₄)₃,Sulfato férrico,Sulfato de hierro (III),Tris[tetraoxosulfato (VI)] de dihierro
Oxosales,Fe(NO₃)₃,Nitrato férrico,Nitrato de hierro (III),Tris[trioxonitrato (V)] de hierro
Oxosales,In₂(SO₄)₃,Sulfato índico,Sulfato de indio,Tris[tetraoxosulfato (VI)] de diindio
Oxosales,Li₂SO₄,Sulfato lítico,Sulfato de litio,Tetraoxosulfato (VI) de dilitio
Oxosales,LiNO₃,Nitrato lítico,Nitrato de litio,Trioxonitrato (V) de litio
Oxosales,Li₂CO₃,Carbonato lítico,Carbonato de litio,Trioxocarbonato (IV) de dilitio
Oxosales,MgSO₄,Sulfato magnésico,Sulfato de magnesio,Tetraoxosulfato (VI) de magnesio
Oxosales,Mg(NO₃)₂,Nitrato magnésico,Nitrato de magnesio,Bis[trioxonitrato (V)] de magnesio
Oxosales,Hg₂SO₄,Sulfato mercurioso,Sulfato de mercurio (I),Tetraoxosulfato (VI) de dimercurio
Oxosales,Hg₂(NO₃)₂,Nitrato mercurioso,Nitrato de mercurio (I),Bis[trioxonitrato (V)] de dimercurio
Oxosales,HgSO₄,Sulfato mercúrico,Sulfato de mercurio (II),Tetraoxosulfato (VI) de mercurio
Oxosales,Hg(NO₃)₂,Nitrato mercúrico,Nitrato de mercurio (II),Bis[trioxonitrato (V)] de mercurio
Oxosales,NiSO₄,Sulfato niqueloso,Sulfato de níquel (II),Tetraoxosulfato (VI) de níquel
Oxosales,Ni₂(SO₄)₃,Sulfato niquélico,Sulfato de níquel (III),Tris[tetraoxosulfato (VI)] de diníquel
Oxosales,Au₂SO₄,Sulfato auroso,Sulfato de oro (I),Tetraoxosulfato (VI) de dioro
Oxosales,AuNO₃,Nitrato auroso,Nitrato de oro (I),Trioxonitrato (V) de oro
Oxosales,Au₂(SO₄)₃,Sulfato áurico,Sulfato de oro (III),Tris[tetraoxosulfato (VI)] de dioro
Oxosales,Au(NO₃)₃,Nitrato áurico,Nitrato de oro (III),Tris[trioxonitrato (V)] de oro
Oxosales,Pd(NO₃)₂,Nitrato paladioso,Nitrato de paladio (II),Bis[trioxonitrato (V)] de paladio
Oxosales,Pd(SO₄)₂,Sulfato paládico,Sulfato de paladio (IV),Bis[tetraoxosulfato (VI)] de paladio
Oxosales,Ag₂SO₄,Sulfato argéntico,Sulfato de plata,Tetraoxosulfato (VI) de diplata
Oxosales,AgNO₃,Nitrato argéntico,Nitrato de plata,Trioxonitrato (V) de plata
Oxosales,PtCO₃,Carbonato platinoso,Carbonato de platino (II),Trioxocarbonato (IV) de platino
Oxosales,Pt(SO₄)₂,Sulfato platínico,Sulfato de platino (IV),Bis[tetraoxosulfato (VI)] de platino
